data_venda,id_venda,id_linha_venda,id_livro,qtde_item,nome_livro,categoria,autor,preco
2025-05-05,8765,9095,4,1,O Hobbit,Ficção,J.R.R. Tolkien,33.2
2024-07-01,8849,9179,7,1,O Código Da Vinci,Ficção,Dan Brown,100.74
2024-09-03,7383,7713,7,1,O Código Da Vinci,Ficção,Dan Brown,49.21
2024-09-20,5750,6080,9,2,A Revolução dos Bichos,Ficção,George Orwell,76.07
2025-04-17,9433,9763,7,3,O Código Da Vinci,Ficção,Dan Brown,137.42
2025-06-05,3738,4068,1,3,A Menina que Roubava Livros,Ficção,Markus Zusak,128.57
2024-07-08,657,987,6,5,Orgulho e Preconceito,Ficção,Jane Austen,37.62
2024-10-17,9110,9440,2,1,1984,Ficção,George Orwell,65.8
2025-03-18,7766,8096,4,3,O Hobbit,Ficção,J.R.R. Tolkien,41.26
2024-07-02,888,1218,2,1,1984,Ficção,George Orwell,121.75
2024-06-29,9324,9654,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,118.88
2024-08-26,3539,3869,5,5,Dom Casmurro,Ficção,Machado de Assis,39.76
2024-12-16,4736,5066,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,63.72
2025-01-11,6656,6986,1,1,A Menina que Roubava Livros,Ficção,Markus Zusak,50.81
2024-12-09,4780,5110,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,138.28
2024-10-09,6524,6854,5,1,Dom Casmurro,Ficção,Machado de Assis,65.05
2024-11-09,8019,8349,5,5,Dom Casmurro,Ficção,Machado de Assis,112.28
2025-01-09,3701,4031,2,1,1984,Ficção,George Orwell,121.49
2025-02-17,713,1043,3,1,Sapiens,Não Ficção,Yuval Noah Harari,52.35
2024-11-15,5785,6115,5,4,Dom Casmurro,Ficção,Machado de Assis,115.96
2024-11-10,602,932,6,2,Orgulho e Preconceito,Ficção,Jane Austen,41.22
2025-04-13,114,337,2,1,1984,Ficção,George Orwell,68.07
2025-01-25,32,102,7,4,O Código Da Vinci,Ficção,Dan Brown,110.69
2025-04-16,2981,3311,4,5,O Hobbit,Ficção,J.R.R. Tolkien,54.62
2024-11-17,4397,4727,4,4,O Hobbit,Ficção,J.R.R. Tolkien,38.86
2025-02-26,9654,9984,9,3,A Revolução dos Bichos,Ficção,George Orwell,97.32
2024-12-23,8365,8695,2,2,1984,Ficção,George Orwell,43.68
2025-04-05,6332,6662,2,3,1984,Ficção,George Orwell,63.15
2025-03-08,2120,2450,2,3,1984,Ficção,George Orwell,94.93
2025-01-07,7350,7680,5,4,Dom Casmurro,Ficção,Machado de Assis,29.14
2024-10-22,5003,5333,3,3,Sapiens,Não Ficção,Yuval Noah Harari,80.97
2025-06-01,1875,2205,8,5,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,93.48
2025-06-07,5228,5558,6,3,Orgulho e Preconceito,Ficção,Jane Austen,52.07
2025-06-05,2203,2533,2,1,1984,Ficção,George Orwell,124.22
2024-06-19,98,295,3,3,Sapiens,Não Ficção,Yuval Noah Harari,40.33
2024-08-01,4832,5162,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,124.87
2024-07-16,6066,6396,4,1,O Hobbit,Ficção,J.R.R. Tolkien,21.13
2024-12-29,427,757,3,1,Sapiens,Não Ficção,Yuval Noah Harari,58.46
2024-07-10,1802,2132,9,5,A Revolução dos Bichos,Ficção,George Orwell,57.1
2025-05-10,8894,9224,5,3,Dom Casmurro,Ficção,Machado de Assis,53.49
2024-08-28,1698,2028,5,4,Dom Casmurro,Ficção,Machado de Assis,108.64
2025-05-22,7560,7890,4,5,O Hobbit,Ficção,J.R.R. Tolkien,125.65
2024-07-06,7370,7700,3,2,Sapiens,Não Ficção,Yuval Noah Harari,58.56
2024-11-30,8632,8962,3,1,Sapiens,Não Ficção,Yuval Noah Harari,83.33
2025-03-06,3538,3868,4,3,O Hobbit,Ficção,J.R.R. Tolkien,26.9
2024-10-14,9048,9378,1,4,A Menina que Roubava Livros,Ficção,Markus Zusak,40.24
2025-05-11,1301,1631,4,2,O Hobbit,Ficção,J.R.R. Tolkien,140.26
2024-09-12,6235,6565,6,2,Orgulho e Preconceito,Ficção,Jane Austen,95.71
2024-07-08,2214,2544,9,5,A Revolução dos Bichos,Ficção,George Orwell,44.76
2025-05-31,3558,3888,5,1,Dom Casmurro,Ficção,Machado de Assis,77.78
2024-11-02,719,1049,4,1,O Hobbit,Ficção,J.R.R. Tolkien,60.63
2024-10-09,9396,9726,9,5,A Revolução dos Bichos,Ficção,George Orwell,96.09
2025-01-15,8768,9098,6,2,Orgulho e Preconceito,Ficção,Jane Austen,56.8
2025-04-22,9046,9376,7,2,O Código Da Vinci,Ficção,Dan Brown,104.18
2025-01-21,8767,9097,3,2,Sapiens,Não Ficção,Yuval Noah Harari,33.96
2024-12-19,4386,4716,4,3,O Hobbit,Ficção,J.R.R. Tolkien,109.21
2024-08-02,8429,8759,9,5,A Revolução dos Bichos,Ficção,George Orwell,45.63
2024-11-13,6841,7171,4,5,O Hobbit,Ficção,J.R.R. Tolkien,63.82
2024-11-30,4132,4462,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,79.19
2025-04-29,8549,8879,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,149.83
2024-08-20,1700,2030,9,1,A Revolução dos Bichos,Ficção,George Orwell,91.89
2024-10-02,6435,6765,7,1,O Código Da Vinci,Ficção,Dan Brown,140.16
2025-01-16,6139,6469,7,1,O Código Da Vinci,Ficção,Dan Brown,28.91
2025-02-16,7090,7420,9,5,A Revolução dos Bichos,Ficção,George Orwell,22.61
2025-05-15,6813,7143,3,2,Sapiens,Não Ficção,Yuval Noah Harari,20.81
2024-06-17,7718,8048,7,5,O Código Da Vinci,Ficção,Dan Brown,22.56
2024-12-05,8691,9021,6,1,Orgulho e Preconceito,Ficção,Jane Austen,78.59
2025-06-09,3985,4315,7,4,O Código Da Vinci,Ficção,Dan Brown,147.11
2025-02-11,774,1104,2,4,1984,Ficção,George Orwell,37.21
2024-12-28,6809,7139,7,5,O Código Da Vinci,Ficção,Dan Brown,91.73
2025-02-07,4697,5027,1,4,A Menina que Roubava Livros,Ficção,Markus Zusak,109.19
2025-06-12,8781,9111,9,4,A Revolução dos Bichos,Ficção,George Orwell,80.37
2025-02-08,4079,4409,4,3,O Hobbit,Ficção,J.R.R. Tolkien,143.42
2025-05-26,621,951,5,3,Dom Casmurro,Ficção,Machado de Assis,137.16
2024-10-14,2134,2464,9,4,A Revolução dos Bichos,Ficção,George Orwell,46.04
2024-12-10,7224,7554,2,3,1984,Ficção,George Orwell,103.49
2024-11-09,2133,2463,1,5,A Menina que Roubava Livros,Ficção,Markus Zusak,113.5
2024-10-02,5160,5490,7,3,O Código Da Vinci,Ficção,Dan Brown,83.27
2025-04-07,2996,3326,5,1,Dom Casmurro,Ficção,Machado de Assis,34.87
2024-12-13,7591,7921,9,5,A Revolução dos Bichos,Ficção,George Orwell,113.56
2025-04-27,8783,9113,7,2,O Código Da Vinci,Ficção,Dan Brown,95.94
2024-11-08,1658,1988,6,5,Orgulho e Preconceito,Ficção,Jane Austen,116.08
2025-01-06,1790,2120,5,3,Dom Casmurro,Ficção,Machado de Assis,126.36
2024-10-18,5812,6142,5,4,Dom Casmurro,Ficção,Machado de Assis,28.05
2024-07-15,3380,3710,3,3,Sapiens,Não Ficção,Yuval Noah Harari,65.13
2024-07-27,737,1067,2,3,1984,Ficção,George Orwell,75.38
2024-09-01,2530,2860,9,3,A Revolução dos Bichos,Ficção,George Orwell,102.49
2025-03-23,7644,7974,1,1,A Menina que Roubava Livros,Ficção,Markus Zusak,81.03
2025-03-08,1107,1437,9,5,A Revolução dos Bichos,Ficção,George Orwell,46.74
2025-05-03,2074,2404,3,1,Sapiens,Não Ficção,Yuval Noah Harari,48.99
2025-03-21,5317,5647,3,4,Sapiens,Não Ficção,Yuval Noah Harari,81.27
2024-09-14,4727,5057,4,5,O Hobbit,Ficção,J.R.R. Tolkien,102.38
2025-05-04,7363,7693,7,5,O Código Da Vinci,Ficção,Dan Brown,126.62
2025-06-11,137,403,1,4,A Menina que Roubava Livros,Ficção,Markus Zusak,100.39
2024-10-14,3948,4278,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,20.82
2025-02-18,6157,6487,1,3,A Menina que Roubava Livros,Ficção,Markus Zusak,87.75
2024-08-29,3978,4308,6,1,Orgulho e Preconceito,Ficção,Jane Austen,48.82
2025-04-15,4406,4736,5,1,Dom Casmurro,Ficção,Machado de Assis,73.61
2025-02-19,1320,1650,7,4,O Código Da Vinci,Ficção,Dan Brown,144.26
2024-10-10,983,1313,4,5,O Hobbit,Ficção,J.R.R. Tolkien,28.16
2025-04-28,3318,3648,7,2,O Código Da Vinci,Ficção,Dan Brown,76.85
2025-02-17,1303,1633,3,5,Sapiens,Não Ficção,Yuval Noah Harari,100.94
2025-01-17,85,255,3,4,Sapiens,Não Ficção,Yuval Noah Harari,56.18
2025-03-21,5069,5399,7,1,O Código Da Vinci,Ficção,Dan Brown,34.3
2025-05-23,2212,2542,7,3,O Código Da Vinci,Ficção,Dan Brown,130.68
2024-09-09,8346,8676,4,3,O Hobbit,Ficção,J.R.R. Tolkien,134.19
2024-12-06,35,110,4,1,O Hobbit,Ficção,J.R.R. Tolkien,65.63
2024-06-29,5009,5339,3,4,Sapiens,Não Ficção,Yuval Noah Harari,72.74
2024-12-31,6772,7102,3,5,Sapiens,Não Ficção,Yuval Noah Harari,115.44
2024-07-27,2012,2342,2,3,1984,Ficção,George Orwell,145.33
2024-07-25,46,136,9,3,A Revolução dos Bichos,Ficção,George Orwell,114.93
2025-01-18,3222,3552,4,3,O Hobbit,Ficção,J.R.R. Tolkien,34.46
2024-08-24,2421,2751,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,130.04
2025-01-31,1283,1613,2,3,1984,Ficção,George Orwell,93.01
2024-08-17,2531,2861,4,4,O Hobbit,Ficção,J.R.R. Tolkien,32.11
2025-04-16,5976,6306,5,2,Dom Casmurro,Ficção,Machado de Assis,36.64
2025-05-07,4164,4494,8,2,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,85.04
2025-01-04,112,333,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,139.94
2024-07-17,,1092,6,3,Orgulho e Preconceito,Ficção,Jane Austen,70.63
2025-01-24,5939,6269,7,3,O Código Da Vinci,Ficção,Dan Brown,59.14
2024-10-26,155,453,1,4,A Menina que Roubava Livros,Ficção,Markus Zusak,84.89
2025-02-04,5193,5523,9,5,A Revolução dos Bichos,Ficção,George Orwell,66.65
2025-06-02,3191,3521,9,1,A Revolução dos Bichos,Ficção,George Orwell,41.73
2024-11-22,7014,7344,1,1,A Menina que Roubava Livros,Ficção,Markus Zusak,118.02
2024-10-02,8073,8403,8,4,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,47.66
2024-07-07,4921,5251,3,2,Sapiens,Não Ficção,Yuval Noah Harari,81.84
2024-11-04,307,637,5,4,Dom Casmurro,Ficção,Machado de Assis,24.67
2024-06-29,7168,7498,9,2,A Revolução dos Bichos,Ficção,George Orwell,76.48
2024-07-29,8537,8867,7,2,O Código Da Vinci,Ficção,Dan Brown,103.76
2025-06-14,1202,1532,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,49.3
2024-10-16,6395,6725,1,4,A Menina que Roubava Livros,Ficção,Markus Zusak,124.56
2024-06-29,503,833,5,5,Dom Casmurro,Ficção,Machado de Assis,29.79
2024-10-24,2976,3306,2,1,1984,Ficção,George Orwell,138.39
2024-06-16,6528,6858,3,3,Sapiens,Não Ficção,Yuval Noah Harari,69.2
2024-09-08,7629,7959,2,1,1984,Ficção,George Orwell,136.24
2024-09-02,6050,6380,8,4,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,124.94
2025-04-21,1092,1422,3,1,Sapiens,Não Ficção,Yuval Noah Harari,113.21
2024-10-15,1949,2279,7,3,O Código Da Vinci,Ficção,Dan Brown,141.28
2025-05-06,6,16,4,3,O Hobbit,Ficção,J.R.R. Tolkien,80.8
2025-04-18,1321,1651,1,3,A Menina que Roubava Livros,Ficção,Markus Zusak,99.1
2024-07-09,1732,2062,7,4,O Código Da Vinci,Ficção,Dan Brown,140.89
2024-12-31,5543,5873,3,2,Sapiens,Não Ficção,Yuval Noah Harari,137.46
2025-05-26,8207,8537,7,4,O Código Da Vinci,Ficção,Dan Brown,45.39
2024-12-24,1656,1986,7,4,O Código Da Vinci,Ficção,Dan Brown,40.21
2024-07-24,522,852,8,5,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,38.33
2024-07-12,9651,9981,9,1,A Revolução dos Bichos,Ficção,George Orwell,84.9
2024-11-09,4951,5281,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,62.8
2024-10-07,15,43,5,2,Dom Casmurro,Ficção,Machado de Assis,79.02
2025-05-14,1155,1485,4,1,O Hobbit,Ficção,J.R.R. Tolkien,139.9
2024-06-22,7734,8064,4,3,O Hobbit,Ficção,J.R.R. Tolkien,115.37
2025-03-06,961,1291,7,3,O Código Da Vinci,Ficção,Dan Brown,33.95
2025-04-23,4216,4546,2,2,1984,Ficção,George Orwell,39.88
2025-01-19,1261,1591,4,1,O Hobbit,Ficção,J.R.R. Tolkien,131.96
2024-11-01,9516,9846,6,5,Orgulho e Preconceito,Ficção,Jane Austen,141.81
2024-07-28,8448,8778,8,4,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,78.18
2024-07-08,152,447,6,3,Orgulho e Preconceito,Ficção,Jane Austen,111.4
2024-11-26,8872,9202,4,2,O Hobbit,Ficção,J.R.R. Tolkien,134.62
2025-05-20,3559,3889,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,82.04
2025-04-19,487,817,2,2,1984,Ficção,George Orwell,97.64
2024-11-20,5178,5508,4,5,O Hobbit,Ficção,J.R.R. Tolkien,107.6
2024-09-30,6506,6836,6,2,Orgulho e Preconceito,Ficção,Jane Austen,24.05
2024-11-09,4886,5216,3,3,Sapiens,Não Ficção,Yuval Noah Harari,76.83
2024-09-17,9111,9441,9,2,A Revolução dos Bichos,Ficção,George Orwell,92.12
2024-11-21,6589,6919,9,4,A Revolução dos Bichos,Ficção,George Orwell,23.46
2025-04-30,876,1206,6,3,Orgulho e Preconceito,Ficção,Jane Austen,106.98
2025-05-08,7493,7823,8,4,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,148.26
2024-09-08,154,451,4,2,O Hobbit,Ficção,J.R.R. Tolkien,27.8
2024-10-14,8880,9210,9,4,A Revolução dos Bichos,Ficção,George Orwell,88.62
2025-06-07,6930,7260,5,2,Dom Casmurro,Ficção,Machado de Assis,90.23
2025-04-18,9521,9851,4,2,O Hobbit,Ficção,J.R.R. Tolkien,32.3
2025-04-13,3153,3483,5,3,Dom Casmurro,Ficção,Machado de Assis,73.65
2024-07-10,8816,9146,2,4,1984,Ficção,George Orwell,96.49
2025-03-30,7322,7652,2,1,1984,Ficção,George Orwell,139.59
2024-09-03,7758,8088,2,1,1984,Ficção,George Orwell,132.29
2025-05-10,1800,2130,4,2,O Hobbit,Ficção,J.R.R. Tolkien,129.08
2024-09-13,3316,3646,1,1,A Menina que Roubava Livros,Ficção,Markus Zusak,88.0
2024-10-19,3041,3371,2,1,1984,Ficção,George Orwell,128.48
2025-04-25,328,658,4,4,O Hobbit,Ficção,J.R.R. Tolkien,72.91
2024-08-18,641,971,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,79.74
2024-09-06,161,475,3,1,Sapiens,Não Ficção,Yuval Noah Harari,103.83
2025-01-10,7783,8113,2,5,1984,Ficção,George Orwell,75.13
2024-07-22,8529,8859,9,2,A Revolução dos Bichos,Ficção,George Orwell,144.27
2025-05-27,7748,8078,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,64.04
2025-04-16,,3947,3,4,Sapiens,Não Ficção,Yuval Noah Harari,50.73
2025-05-16,3849,4179,9,5,A Revolução dos Bichos,Ficção,George Orwell,106.14
2025-06-11,5503,5833,5,1,Dom Casmurro,Ficção,Machado de Assis,137.55
2025-04-05,6421,6751,3,3,Sapiens,Não Ficção,Yuval Noah Harari,49.4
2024-12-25,700,1030,4,5,O Hobbit,Ficção,J.R.R. Tolkien,39.78
2024-12-29,4779,5109,1,5,A Menina que Roubava Livros,Ficção,Markus Zusak,113.06
2024-09-11,7151,7481,6,4,Orgulho e Preconceito,Ficção,Jane Austen,36.71
2024-12-31,5450,5780,9,1,A Revolução dos Bichos,Ficção,George Orwell,141.32
2025-03-19,4945,5275,2,3,1984,Ficção,George Orwell,64.73
2024-11-15,9079,9409,2,4,1984,Ficção,George Orwell,60.95
2025-05-09,9248,9578,9,2,A Revolução dos Bichos,Ficção,George Orwell,91.32
2024-10-08,1689,2019,9,3,A Revolução dos Bichos,Ficção,George Orwell,85.26
2024-09-10,7620,7950,5,3,Dom Casmurro,Ficção,Machado de Assis,80.67
2024-12-03,4392,4722,2,5,1984,Ficção,George Orwell,52.33
2024-10-23,4830,5160,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,38.63
2025-05-01,4535,4865,6,5,Orgulho e Preconceito,Ficção,Jane Austen,101.76
2025-05-13,6,15,1,4,A Menina que Roubava Livros,Ficção,Markus Zusak,43.25
2024-12-11,3118,3448,1,4,A Menina que Roubava Livros,Ficção,Markus Zusak,33.23
2025-05-10,3305,3635,6,2,Orgulho e Preconceito,Ficção,Jane Austen,98.16
2024-08-18,2262,2592,8,5,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,64.93
2024-12-01,1948,2278,5,4,Dom Casmurro,Ficção,Machado de Assis,80.37
2024-09-19,9120,9450,1,5,A Menina que Roubava Livros,Ficção,Markus Zusak,149.1
2024-09-06,4204,4534,2,5,1984,Ficção,George Orwell,146.97
2024-12-01,7540,7870,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,72.11
2024-09-16,110,327,6,1,Orgulho e Preconceito,Ficção,Jane Austen,45.79
2025-06-11,3046,3376,1,3,A Menina que Roubava Livros,Ficção,Markus Zusak,134.78
2025-01-30,1442,1772,7,3,O Código Da Vinci,Ficção,Dan Brown,147.47
2025-06-04,5895,6225,9,3,A Revolução dos Bichos,Ficção,George Orwell,107.58
2024-11-04,6632,6962,5,5,Dom Casmurro,Ficção,Machado de Assis,99.28
2025-06-03,2175,2505,9,3,A Revolução dos Bichos,Ficção,George Orwell,128.72
2025-01-11,3071,3401,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,46.09
2024-12-04,6666,6996,6,3,Orgulho e Preconceito,Ficção,Jane Austen,28.62
2024-10-08,1203,1533,6,2,Orgulho e Preconceito,Ficção,Jane Austen,138.56
2024-07-28,6068,6398,3,3,Sapiens,Não Ficção,Yuval Noah Harari,34.4
2025-03-28,4716,5046,2,2,1984,Ficção,George Orwell,133.32
2025-04-07,169,495,6,3,Orgulho e Preconceito,Ficção,Jane Austen,89.32
2025-02-26,7916,8246,6,4,Orgulho e Preconceito,Ficção,Jane Austen,35.62
2024-12-25,496,826,7,1,O Código Da Vinci,Ficção,Dan Brown,63.82
2024-12-26,2411,2741,7,1,O Código Da Vinci,Ficção,Dan Brown,25.34
2025-05-15,2044,2374,5,4,Dom Casmurro,Ficção,Machado de Assis,138.48
2025-01-30,138,404,2,5,1984,Ficção,George Orwell,144.2
2025-02-13,8578,8908,6,5,Orgulho e Preconceito,Ficção,Jane Austen,37.75
2024-12-18,6247,6577,2,5,1984,Ficção,George Orwell,28.88
2024-11-25,2,6,3,2,Sapiens,Não Ficção,Yuval Noah Harari,51.05
2025-01-04,9086,9416,5,2,Dom Casmurro,Ficção,Machado de Assis,63.53
2025-03-20,6566,6896,1,3,A Menina que Roubava Livros,Ficção,Markus Zusak,34.12
2025-04-12,9398,9728,5,1,Dom Casmurro,Ficção,Machado de Assis,50.15
2025-06-06,8323,8653,5,1,Dom Casmurro,Ficção,Machado de Assis,99.37
2025-03-01,161,473,7,4,O Código Da Vinci,Ficção,Dan Brown,90.34
2025-02-27,78,235,4,2,O Hobbit,Ficção,J.R.R. Tolkien,76.53
2024-06-24,1487,1817,5,5,Dom Casmurro,Ficção,Machado de Assis,100.23
2025-02-24,8652,8982,5,5,Dom Casmurro,Ficção,Machado de Assis,125.71
2024-10-04,288,618,7,5,O Código Da Vinci,Ficção,Dan Brown,138.86
2024-12-13,6217,6547,2,4,1984,Ficção,George Orwell,36.28
2024-08-05,6939,7269,4,5,O Hobbit,Ficção,J.R.R. Tolkien,108.53
2024-08-12,3879,4209,5,5,Dom Casmurro,Ficção,Machado de Assis,138.24
2024-11-22,3901,4231,4,2,O Hobbit,Ficção,J.R.R. Tolkien,61.73
2024-08-29,6951,7281,2,3,1984,Ficção,George Orwell,71.36
2024-11-04,8583,8913,6,3,Orgulho e Preconceito,Ficção,Jane Austen,134.24
2025-03-13,7539,7869,1,3,A Menina que Roubava Livros,Ficção,Markus Zusak,143.42
2025-04-28,7708,8038,9,3,A Revolução dos Bichos,Ficção,George Orwell,131.34
2025-05-09,2729,3059,5,4,Dom Casmurro,Ficção,Machado de Assis,43.97
2024-07-06,6112,6442,5,2,Dom Casmurro,Ficção,Machado de Assis,129.37
2025-05-07,8175,8505,2,1,1984,Ficção,George Orwell,115.67
2025-05-29,2334,2664,2,3,1984,Ficção,George Orwell,91.42
2025-03-23,1289,1619,9,3,A Revolução dos Bichos,Ficção,George Orwell,60.57
2025-05-23,6736,7066,9,2,A Revolução dos Bichos,Ficção,George Orwell,136.53
2024-12-15,3763,4093,4,5,O Hobbit,Ficção,J.R.R. Tolkien,125.79
2025-03-10,2806,3136,9,4,A Revolução dos Bichos,Ficção,George Orwell,129.29
2025-06-05,1831,2161,5,3,Dom Casmurro,Ficção,Machado de Assis,110.82
2024-10-26,3663,3993,9,1,A Revolução dos Bichos,Ficção,George Orwell,89.7
2024-10-21,7439,7769,6,4,Orgulho e Preconceito,Ficção,Jane Austen,49.92
2024-09-15,1510,1840,3,5,Sapiens,Não Ficção,Yuval Noah Harari,138.8
2024-10-12,4663,4993,5,4,Dom Casmurro,Ficção,Machado de Assis,65.33
2024-08-28,7923,8253,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,146.27
2025-06-14,5035,5365,6,1,Orgulho e Preconceito,Ficção,Jane Austen,112.78
2024-07-02,3554,3884,9,3,A Revolução dos Bichos,Ficção,George Orwell,23.68
2025-01-27,5696,6026,8,2,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,55.74
2024-07-04,2403,2733,6,5,Orgulho e Preconceito,Ficção,Jane Austen,20.69
2024-11-20,7889,8219,5,1,Dom Casmurro,Ficção,Machado de Assis,39.03
2024-08-05,9514,9844,5,4,Dom Casmurro,Ficção,Machado de Assis,94.44
2024-07-13,8973,9303,2,2,1984,Ficção,George Orwell,57.25
2024-11-30,597,927,6,5,Orgulho e Preconceito,Ficção,Jane Austen,28.97
2025-06-03,7430,7760,5,2,Dom Casmurro,Ficção,Machado de Assis,99.67
2025-01-23,2107,2437,7,1,O Código Da Vinci,Ficção,Dan Brown,58.0
2024-12-23,99,300,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,76.91
2025-04-17,5954,6284,5,2,Dom Casmurro,Ficção,Machado de Assis,46.4
2024-08-31,3690,4020,9,5,A Revolução dos Bichos,Ficção,George Orwell,99.73
2025-03-05,6181,6511,4,3,O Hobbit,Ficção,J.R.R. Tolkien,149.35
2024-09-01,2802,3132,9,4,A Revolução dos Bichos,Ficção,George Orwell,111.0
2025-03-27,2333,2663,6,2,Orgulho e Preconceito,Ficção,Jane Austen,140.44
2025-01-20,8410,8740,4,1,O Hobbit,Ficção,J.R.R. Tolkien,136.16
2025-01-07,2701,3031,2,2,1984,Ficção,George Orwell,113.37
2025-03-11,1803,2133,7,3,O Código Da Vinci,Ficção,Dan Brown,65.07
2024-07-03,5878,6208,6,1,Orgulho e Preconceito,Ficção,Jane Austen,106.88
2025-02-08,4715,5045,3,4,Sapiens,Não Ficção,Yuval Noah Harari,130.97
2024-09-12,2541,2871,3,1,Sapiens,Não Ficção,Yuval Noah Harari,21.48
2024-12-24,4360,4690,7,1,O Código Da Vinci,Ficção,Dan Brown,30.96
2024-08-11,7870,8200,6,1,Orgulho e Preconceito,Ficção,Jane Austen,130.72
2025-03-22,184,514,2,4,1984,Ficção,George Orwell,42.9
2024-06-18,3251,3581,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,36.21
2025-04-06,1305,1635,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,33.26
2025-06-07,7255,7585,6,2,Orgulho e Preconceito,Ficção,Jane Austen,121.29
2025-04-12,435,765,9,3,A Revolução dos Bichos,Ficção,George Orwell,71.79
2025-04-08,2114,2444,2,1,1984,Ficção,George Orwell,143.78
2025-05-04,276,606,4,5,O Hobbit,Ficção,J.R.R. Tolkien,126.11
2025-01-20,7805,8135,7,1,O Código Da Vinci,Ficção,Dan Brown,30.02
2024-08-02,7868,8198,7,3,O Código Da Vinci,Ficção,Dan Brown,44.49
2024-08-05,5031,5361,4,3,O Hobbit,Ficção,J.R.R. Tolkien,31.38
2024-07-02,386,716,4,1,O Hobbit,Ficção,J.R.R. Tolkien,106.96
2024-11-30,5106,5436,9,4,A Revolução dos Bichos,Ficção,George Orwell,48.01
2024-12-21,3588,3918,2,3,1984,Ficção,George Orwell,131.75
2024-08-03,7988,8318,4,4,O Hobbit,Ficção,J.R.R. Tolkien,131.85
2025-02-16,,3360,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,97.47
2025-05-15,6563,6893,6,3,Orgulho e Preconceito,Ficção,Jane Austen,101.51
2025-03-30,7322,7652,2,1,1984,Ficção,George Orwell,139.59
2025-04-28,7750,8080,3,5,Sapiens,Não Ficção,Yuval Noah Harari,136.77
2024-12-28,9634,9964,9,4,A Revolução dos Bichos,Ficção,George Orwell,22.67
2025-03-17,9044,9374,3,3,Sapiens,Não Ficção,Yuval Noah Harari,90.98
2025-03-06,4770,5100,3,4,Sapiens,Não Ficção,Yuval Noah Harari,137.46
2024-12-09,1862,2192,9,5,A Revolução dos Bichos,Ficção,George Orwell,95.17
2024-07-06,1846,2176,2,2,1984,Ficção,George Orwell,25.27
2025-04-13,1596,1926,7,5,O Código Da Vinci,Ficção,Dan Brown,92.02
2025-01-27,8253,8583,2,2,1984,Ficção,George Orwell,52.93
2025-05-04,1053,1383,3,3,Sapiens,Não Ficção,Yuval Noah Harari,101.43
2024-10-25,5493,5823,4,2,O Hobbit,Ficção,J.R.R. Tolkien,32.99
2025-01-02,8685,9015,9,1,A Revolução dos Bichos,Ficção,George Orwell,120.5
2025-06-01,9470,9800,3,3,Sapiens,Não Ficção,Yuval Noah Harari,125.8
2025-05-22,8106,8436,6,1,Orgulho e Preconceito,Ficção,Jane Austen,20.99
2025-06-16,8512,8842,3,2,Sapiens,Não Ficção,Yuval Noah Harari,30.11
2025-03-23,1733,2063,6,1,Orgulho e Preconceito,Ficção,Jane Austen,69.47
2024-06-27,4664,4994,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,135.46
2025-01-03,8661,8991,3,3,Sapiens,Não Ficção,Yuval Noah Harari,53.28
2025-06-09,5132,5462,7,4,O Código Da Vinci,Ficção,Dan Brown,143.83
2025-04-17,2920,3250,4,5,O Hobbit,Ficção,J.R.R. Tolkien,131.13
2025-04-19,885,1215,7,2,O Código Da Vinci,Ficção,Dan Brown,98.9
